,Month,Generated,Efficiency,Exported,FIT Credit,Low,High,Average,Comments
85,['2021-46'],['243.019kWh'],['0.318kWh/kW'],['-'],"['0,00 CHF']",['9.663kWh'],['83.406kWh'],['34.717kWh'],['15/11/21 - 21/11/21']
86,['2021-45'],['370.764kWh'],['0.485kWh/kW'],['-'],"['0,00 CHF']",['15.732kWh'],['83.632kWh'],['52.966kWh'],['08/11/21 - 14/11/21']
87,['2021-44'],['435.429kWh'],['0.570kWh/kW'],['-'],"['0,00 CHF']",['26.797kWh'],['112.811kWh'],['62.204kWh'],['01/11/21 - 07/11/21']
88,['2021-43'],['594.887kWh'],['0.778kWh/kW'],['-'],"['0,00 CHF']",['21.644kWh'],['124.857kWh'],['84.983kWh'],['25/10/21 - 31/10/21']
89,['2021-42'],['768.947kWh'],['1.006kWh/kW'],['-'],"['0,00 CHF']",['61.654kWh'],['142.195kWh'],['109.849kWh'],['18/10/21 - 24/10/21']
90,['2021-41'],['975.972kWh'],['1.277kWh/kW'],['-'],"['0,00 CHF']",['64.290kWh'],['176.413kWh'],['139.424kWh'],['11/10/21 - 17/10/21']
91,['2021-40'],['873.704kWh'],['1.143kWh/kW'],['-'],"['0,00 CHF']",['63.535kWh'],['175.639kWh'],['124.814kWh'],['04/10/21 - 10/10/21']
92,['2021-39'],['1.508MWh'],['1.973kWh/kW'],['-'],"['0,00 CHF']",['112.343kWh'],['281.001kWh'],['215.500kWh'],['27/09/21 - 03/10/21']
93,['2021-38'],['1.423MWh'],['1.862kWh/kW'],['-'],"['0,00 CHF']",['88.986kWh'],['299.353kWh'],['203.330kWh'],['20/09/21 - 26/09/21']
94,['2021-37'],['1.460MWh'],['1.910kWh/kW'],['-'],"['0,00 CHF']",['51.793kWh'],['318.369kWh'],['208.612kWh'],['13/09/21 - 19/09/21']
95,['2021-36'],['1.928MWh'],['2.522kWh/kW'],['-'],"['0,00 CHF']",['112.133kWh'],['360.405kWh'],['275.359kWh'],['06/09/21 - 12/09/21']
96,['2021-35'],['2.158MWh'],['2.824kWh/kW'],['-'],"['0,00 CHF']",['91.289kWh'],['373.859kWh'],['308.341kWh'],['30/08/21 - 05/09/21']
97,['2021-34'],['1.287MWh'],['1.684kWh/kW'],['-'],"['0,00 CHF']",['89.889kWh'],['336.419kWh'],['183.873kWh'],['23/08/21 - 29/08/21']
98,['2021-33'],['1.790MWh'],['2.342kWh/kW'],['-'],"['0,00 CHF']",['123.200kWh'],['367.999kWh'],['255.700kWh'],['16/08/21 - 22/08/21']
99,['2021-32'],['2.403MWh'],['3.143kWh/kW'],['-'],"['0,00 CHF']",['264.273kWh'],['395.059kWh'],['343.233kWh'],['09/08/21 - 15/08/21']
100,['2021-31'],['1.700MWh'],['2.223kWh/kW'],['-'],"['0,00 CHF']",['90.856kWh'],['433.628kWh'],['242.787kWh'],['02/08/21 - 08/08/21']
101,['2021-30'],['2.038MWh'],['2.666kWh/kW'],['-'],"['0,00 CHF']",['172.294kWh'],['448.248kWh'],['291.133kWh'],['26/07/21 - 01/08/21']
102,['2021-29'],['2.738MWh'],['3.582kWh/kW'],['-'],"['0,00 CHF']",['139.522kWh'],['487.872kWh'],['391.105kWh'],['19/07/21 - 25/07/21']
103,['2021-28'],['1.675MWh'],['2.191kWh/kW'],['-'],"['0,00 CHF']",['113.190kWh'],['397.611kWh'],['239.260kWh'],['12/07/21 - 18/07/21']
104,['2021-27'],['2.049MWh'],['2.681kWh/kW'],['-'],"['0,00 CHF']",['112.339kWh'],['494.679kWh'],['292.702kWh'],['05/07/21 - 11/07/21']
105,['2021-26'],['2.294MWh'],['3.002kWh/kW'],['-'],"['0,00 CHF']",['196.289kWh'],['496.469kWh'],['327.783kWh'],['28/06/21 - 04/07/21']
