,Month,Generated,Efficiency,Exported,FIT Credit,Low,High,Average,Comments
64,['Jun 18'],['1.164MWh'],['4.563kWh/kW'],['1.164MWh'],"['698,16 CHF']",['22.540kWh'],['48.580kWh'],['38.786kWh'],[]
65,['May 18'],['1.029MWh'],['3.906kWh/kW'],['1.029MWh'],"['617,53 CHF']",['10.400kWh'],['46.170kWh'],['33.200kWh'],[]
66,['Apr 18'],['967.437kWh'],['3.794kWh/kW'],['967.437kWh'],"['580,46 CHF']",['8.170kWh'],['42.910kWh'],['32.247kWh'],[]
67,['Mar 18'],['543.920kWh'],['2.909kWh/kW'],['543.920kWh'],"['326,35 CHF']",['4.490kWh'],['67.510kWh'],['24.723kWh'],['Partial Month (22 days)']
68,['Feb 18'],['403.079kWh'],['1.824kWh/kW'],['403.079kWh'],"['241,85 CHF']",['0.360kWh'],['38.370kWh'],['15.503kWh'],['Partial Month (26 days)']
69,['Jan 18'],['254.187kWh'],['1.196kWh/kW'],['254.187kWh'],"['152,51 CHF']",['0.180kWh'],['19.299kWh'],['10.167kWh'],['Partial Month (25 days)']
70,['Dec 17'],['86.079kWh'],['1.125kWh/kW'],['86.079kWh'],"['51,65 CHF']",['0.010kWh'],['43.899kWh'],['9.564kWh'],['Partial Month (9 days)']
71,['Nov 17'],['328.549kWh'],['1.432kWh/kW'],['328.549kWh'],"['197,13 CHF']",['0.390kWh'],['35.310kWh'],['12.168kWh'],['Partial Month (27 days)']
72,['Oct 17'],['578.357kWh'],['2.195kWh/kW'],['578.357kWh'],"['347,01 CHF']",['4.370kWh'],['27.310kWh'],['18.656kWh'],[]
73,['Sep 17'],['723.517kWh'],['2.935kWh/kW'],['723.517kWh'],"['434,11 CHF']",['4.290kWh'],['37.490kWh'],['24.948kWh'],['Partial Month (29 days)']
74,['Aug 17'],['971.620kWh'],['3.687kWh/kW'],['971.620kWh'],"['582,97 CHF']",['3.940kWh'],['47.550kWh'],['31.342kWh'],[]
75,['Jul 17'],['1.144MWh'],['4.343kWh/kW'],['1.144MWh'],"['686,59 CHF']",['0.810kWh'],['71.730kWh'],['36.913kWh'],[]
76,['Jun 17'],['1.135MWh'],['4.450kWh/kW'],['1.135MWh'],"['680,82 CHF']",['11.710kWh'],['53.160kWh'],['37.823kWh'],[]
77,['May 17'],['984.997kWh'],['4.292kWh/kW'],['984.997kWh'],"['591,00 CHF']",['13.270kWh'],['74.340kWh'],['36.481kWh'],['Partial Month (27 days)']
78,['Apr 17'],['1.031MWh'],['4.042kWh/kW'],['1.031MWh'],"['618,42 CHF']",['14.290kWh'],['48.290kWh'],['34.356kWh'],[]
79,['Mar 17'],['736.259kWh'],['2.794kWh/kW'],['736.259kWh'],"['441,76 CHF']",['1.560kWh'],['37.740kWh'],['23.750kWh'],[]
80,['Feb 17'],['484.976kWh'],['2.038kWh/kW'],['484.976kWh'],"['290,99 CHF']",['0.650kWh'],['31.600kWh'],['17.320kWh'],[]
81,['Jan 17'],['243.746kWh'],['1.147kWh/kW'],['243.746kWh'],"['146,25 CHF']",['0.030kWh'],['37.740kWh'],['9.749kWh'],['Partial Month (25 days)']
82,['Dec 16'],['396.647kWh'],['1.609kWh/kW'],['396.647kWh'],"['237,99 CHF']",['5.370kWh'],['37.740kWh'],['13.677kWh'],['Partial Month (29 days)']
83,['Nov 16'],['262.218kWh'],['1.928kWh/kW'],['262.218kWh'],"['157,33 CHF']",['0.640kWh'],['101.430kWh'],['16.388kWh'],['Partial Month (16 days)']
84,['Oct 16'],['553.236kWh'],['2.170kWh/kW'],['553.236kWh'],"['331,94 CHF']",['0.850kWh'],['58.140kWh'],['18.441kWh'],['Partial Month (30 days)']
85,['Sep 16'],['781.686kWh'],['3.284kWh/kW'],['781.686kWh'],"['469,01 CHF']",['6.280kWh'],['38.709kWh'],['27.917kWh'],['Partial Month (28 days)']
86,['Aug 16'],['976.876kWh'],['4.420kWh/kW'],['976.876kWh'],"['586,13 CHF']",['6.039kWh'],['94.560kWh'],['37.572kWh'],['Partial Month (26 days)']
87,['Jul 16'],['1.171MWh'],['4.443kWh/kW'],['1.171MWh'],"['702,44 CHF']",['10.860kWh'],['59.299kWh'],['37.765kWh'],[]
88,['Jun 16'],['1.003MWh'],['4.069kWh/kW'],['1.003MWh'],"['601,76 CHF']",['10.040kWh'],['65.119kWh'],['34.583kWh'],['Partial Month (29 days)']
89,['May 16'],['1.070MWh'],['4.060kWh/kW'],['1.070MWh'],"['641,87 CHF']",['7.899kWh'],['49.460kWh'],['34.509kWh'],[]
90,['Apr 16'],['866.018kWh'],['3.396kWh/kW'],['866.018kWh'],"['519,61 CHF']",['1.860kWh'],['49.699kWh'],['28.867kWh'],[]
91,['Mar 16'],['802.778kWh'],['3.047kWh/kW'],['802.778kWh'],"['481,67 CHF']",['3.010kWh'],['37.500kWh'],['25.896kWh'],[]
92,['Feb 16'],['294.945kWh'],['1.285kWh/kW'],['294.945kWh'],"['176,97 CHF']",['0.190kWh'],['25.489kWh'],['10.923kWh'],['Partial Month (27 days)']
93,['Jan 16'],['245.072kWh'],['1.153kWh/kW'],['245.072kWh'],"['147,04 CHF']",['0.360kWh'],['18.659kWh'],['9.802kWh'],['Partial Month (25 days)']
94,['Dec 15'],['365.681kWh'],['1.388kWh/kW'],['365.681kWh'],"['219,41 CHF']",['1.969kWh'],['16.020kWh'],['11.796kWh'],[]
95,['Nov 15'],['409.023kWh'],['1.659kWh/kW'],['409.023kWh'],"['245,41 CHF']",['0.050kWh'],['23.290kWh'],['14.104kWh'],['Partial Month (29 days)']
96,['Oct 15'],['598.402kWh'],['2.271kWh/kW'],['598.402kWh'],"['359,04 CHF']",['2.420kWh'],['28.190kWh'],['19.303kWh'],[]
97,['Sep 15'],['790.352kWh'],['3.099kWh/kW'],['790.352kWh'],"['474,21 CHF']",['4.669kWh'],['42.470kWh'],['26.345kWh'],[]
98,['Aug 15'],['965.876kWh'],['3.666kWh/kW'],['965.876kWh'],"['579,53 CHF']",['6.050kWh'],['53.189kWh'],['31.157kWh'],[]
99,['Jul 15'],['1.227MWh'],['4.658kWh/kW'],['1.227MWh'],"['736,42 CHF']",['5.890kWh'],['58.500kWh'],['39.592kWh'],[]
100,['Jun 15'],['1.223MWh'],['4.796kWh/kW'],['1.223MWh'],"['733,79 CHF']",['23.819kWh'],['51.889kWh'],['40.766kWh'],[]
101,['May 15'],['1.057MWh'],['4.011kWh/kW'],['1.057MWh'],"['634,19 CHF']",['1.820kWh'],['66.730kWh'],['34.096kWh'],[]
102,['Apr 15'],['829.082kWh'],['3.917kWh/kW'],['829.082kWh'],"['497,45 CHF']",['0.000kWh'],['57.109kWh'],['33.163kWh'],['Partial Month (25 days)']
