,Month,Generated,Efficiency,Exported,FIT Credit,Low,High,Average,Comments
52,['Oct 17'],['733.668kWh'],['2.307kWh/kW'],['-'],"['0,00 CHF']",['7.085kWh'],['35.706kWh'],['23.666kWh'],[]
53,['Sep 17'],['889.287kWh'],['2.889kWh/kW'],['-'],"['0,00 CHF']",['9.963kWh'],['47.591kWh'],['29.642kWh'],[]
54,['Aug 17'],['1.086MWh'],['3.414kWh/kW'],['-'],"['0,00 CHF']",['7.955kWh'],['51.356kWh'],['35.027kWh'],[]
55,['Jul 17'],['1.149MWh'],['3.614kWh/kW'],['-'],"['0,00 CHF']",['12.057kWh'],['50.517kWh'],['37.079kWh'],[]
56,['Jun 17'],['1.301MWh'],['4.226kWh/kW'],['-'],"['0,00 CHF']",['21.581kWh'],['54.762kWh'],['43.357kWh'],[]
57,['May 17'],['1.289MWh'],['4.053kWh/kW'],['-'],"['0,00 CHF']",['12.395kWh'],['58.472kWh'],['41.583kWh'],[]
58,['Apr 17'],['1.212MWh'],['3.938kWh/kW'],['-'],"['0,00 CHF']",['12.956kWh'],['58.857kWh'],['40.400kWh'],[]
59,['Mar 17'],['957.640kWh'],['3.011kWh/kW'],['-'],"['0,00 CHF']",['6.905kWh'],['46.859kWh'],['30.891kWh'],[]
60,['Feb 17'],['450.116kWh'],['1.567kWh/kW'],['-'],"['0,00 CHF']",['1.841kWh'],['32.708kWh'],['16.075kWh'],[]
61,['Jan 17'],['78.555kWh'],['0.255kWh/kW'],['-'],"['0,00 CHF']",['0.018kWh'],['9.466kWh'],['2.618kWh'],['Partial Month (30 days)']
62,['Dec 16'],['164.333kWh'],['0.572kWh/kW'],['-'],"['0,00 CHF']",['0.068kWh'],['14.438kWh'],['5.869kWh'],['Partial Month (28 days)']
63,['Nov 16'],['267.626kWh'],['0.869kWh/kW'],['-'],"['0,00 CHF']",['2.678kWh'],['20.325kWh'],['8.920kWh'],[]
64,['Oct 16'],['488.097kWh'],['1.535kWh/kW'],['-'],"['0,00 CHF']",['3.192kWh'],['32.046kWh'],['15.745kWh'],[]
65,['Sep 16'],['910.885kWh'],['2.959kWh/kW'],['-'],"['0,00 CHF']",['8.423kWh'],['43.257kWh'],['30.362kWh'],[]
66,['Aug 16'],['1.263MWh'],['3.971kWh/kW'],['-'],"['0,00 CHF']",['12.443kWh'],['57.009kWh'],['40.737kWh'],[]
67,['Jul 16'],['1.232MWh'],['3.873kWh/kW'],['-'],"['0,00 CHF']",['6.748kWh'],['61.832kWh'],['39.741kWh'],[]
