,Date,Generated,Efficiency,Exported,Peak Power,Peak Time,Conditions,Tempertature,Comments
127,['22/09/21'],['33.653kWh'],['3.280kWh/kW'],['-'],['5.327kW'],['12:15PM'],['Fine'],,['Updated 19:35 UTC+2:00']
128,['21/09/21'],['33.947kWh'],['3.309kWh/kW'],['-'],['5.422kW'],['1:05PM'],['Fine'],,['Updated 19:30 UTC+2:00']
129,['20/09/21'],['12.442kWh'],['1.213kWh/kW'],['-'],['2.560kW'],['1:30PM'],['Mostly Cloudy'],,['Updated 19:30 UTC+2:00']
130,['19/09/21'],['5.033kWh'],['0.491kWh/kW'],['-'],['1.270kW'],['4:00PM'],['Showers'],,['Updated 19:20 UTC+2:00']
131,['18/09/21'],['34.371kWh'],['3.350kWh/kW'],['-'],['5.124kW'],['1:25PM'],['Fine'],,['Updated 19:30 UTC+2:00']
132,['17/09/21'],['32.358kWh'],['3.154kWh/kW'],['-'],['5.692kW'],['1:05PM'],['Fine'],,['Updated 19:40 UTC+2:00']
133,['16/09/21'],['15.916kWh'],['1.551kWh/kW'],['-'],['4.726kW'],['1:15PM'],['Mostly Cloudy'],,['Updated 19:55 UTC+2:00']
134,['15/09/21'],['11.238kWh'],['1.095kWh/kW'],['-'],['3.429kW'],['11:50AM'],['Cloudy'],,['Updated 19:25 UTC+2:00']
135,['14/09/21'],['27.164kWh'],['2.648kWh/kW'],['-'],['5.749kW'],['1:40PM'],['Fine'],,['Updated 19:40 UTC+2:00']
136,['13/09/21'],['34.429kWh'],['3.356kWh/kW'],['-'],['4.996kW'],['12:50PM'],['Fine'],,['Updated 19:45 UTC+2:00']
137,['12/09/21'],['34.726kWh'],['3.385kWh/kW'],['-'],['6.111kW'],['1:00PM'],['Fine'],,['Updated 19:50 UTC+2:00']
138,['11/09/21'],['35.601kWh'],['3.470kWh/kW'],['-'],['6.312kW'],['1:20PM'],['Fine'],,['Updated 19:55 UTC+2:00']
139,['10/09/21'],['20.368kWh'],['1.985kWh/kW'],['-'],['5.761kW'],['12:35PM'],['Partly Cloudy'],,['Updated 17:50 UTC+2:00']
140,['09/09/21'],['9.046kWh'],['0.882kWh/kW'],['-'],['3.085kW'],['12:20PM'],['Cloudy'],,['Updated 19:30 UTC+2:00']
141,['08/09/21'],['35.211kWh'],['3.432kWh/kW'],['-'],['5.009kW'],['1:25PM'],['Fine'],,['Updated 19:55 UTC+2:00']
142,['07/09/21'],['32.582kWh'],['3.176kWh/kW'],['-'],['5.110kW'],['12:25PM'],['Fine'],,['Updated 19:55 UTC+2:00']
143,['06/09/21'],['37.123kWh'],['3.618kWh/kW'],['-'],['5.141kW'],['1:10PM'],['Fine'],,['Updated 19:55 UTC+2:00']
144,['05/09/21'],['37.593kWh'],['3.664kWh/kW'],['-'],['5.235kW'],['1:20PM'],['Fine'],,['Updated 20:05 UTC+2:00']
145,['04/09/21'],['36.831kWh'],['3.590kWh/kW'],['-'],['5.187kW'],['1:45PM'],['Fine'],,['Updated 20:05 UTC+2:00']
146,['03/09/21'],['37.123kWh'],['3.618kWh/kW'],['-'],['5.814kW'],['1:00PM'],['Fine'],,['Updated 20:00 UTC+2:00']
147,['02/09/21'],['39.911kWh'],['3.890kWh/kW'],['-'],['5.416kW'],['1:25PM'],['Fine'],,['Updated 20:10 UTC+2:00']
148,['01/09/21'],['39.074kWh'],['3.808kWh/kW'],['-'],['5.753kW'],['1:10PM'],['Fine'],,['Updated 20:15 UTC+2:00']
149,['31/08/21'],['34.370kWh'],['3.350kWh/kW'],['-'],['6.666kW'],['1:25PM'],['Fine'],,['Updated 20:10 UTC+2:00']
150,['30/08/21'],['30.834kWh'],['3.005kWh/kW'],['-'],['7.039kW'],['12:50PM'],['Partly Cloudy'],,['Updated 20:15 UTC+2:00']
151,['29/08/21'],['14.001kWh'],['1.365kWh/kW'],['-'],['4.362kW'],['2:35PM'],['Cloudy'],,['Updated 20:15 UTC+2:00']
152,['28/08/21'],['30.603kWh'],['2.983kWh/kW'],['-'],['6.850kW'],['1:05PM'],['Partly Cloudy'],,['Updated 20:00 UTC+2:00']
153,['27/08/21'],['31.778kWh'],['3.097kWh/kW'],['-'],['6.428kW'],['12:10PM'],['Partly Cloudy'],,['Updated 20:20 UTC+2:00']
154,['26/08/21'],['35.636kWh'],['3.473kWh/kW'],['-'],['6.254kW'],['1:20PM'],['Fine'],,['Updated 20:20 UTC+2:00']
155,['25/08/21'],['22.717kWh'],['2.214kWh/kW'],['-'],['4.998kW'],['3:40PM'],['Partly Cloudy'],,['Updated 20:25 UTC+2:00']
156,['24/08/21'],['41.213kWh'],['4.017kWh/kW'],['-'],['6.148kW'],['12:50PM'],['Fine'],,['Updated 20:15 UTC+2:00']
