,Date,Generated,Efficiency,Exported,Peak Power,Peak Time,Conditions,Tempertature,Comments
26,['28/07/19'],['42.766kWh'],['1.215kWh/kW'],['-'],['9.463kW'],['3:50PM'],['Cloudy'],,['Updated 06:03 UTC+2:00']
27,['27/07/19'],['98.335kWh'],['2.794kWh/kW'],['-'],['20.794kW'],['12:45PM'],['Mostly Cloudy'],,['Updated 06:06 UTC+2:00']
28,['26/07/19'],['142.423kWh'],['4.046kWh/kW'],['-'],['18.419kW'],['2:25PM'],['Partly Cloudy'],,['Updated 06:06 UTC+2:00']
29,['25/07/19'],['154.632kWh'],['4.393kWh/kW'],['-'],['17.693kW'],['2:25PM'],['Partly Cloudy'],,['Updated 06:06 UTC+2:00']
30,['24/07/19'],['154.517kWh'],['4.390kWh/kW'],['-'],['18.305kW'],['2:25PM'],['Partly Cloudy'],,['Updated 06:05 UTC+2:00']
31,['23/07/19'],['165.292kWh'],['4.696kWh/kW'],['-'],['18.726kW'],['2:25PM'],['Partly Cloudy'],,['Updated 08:17 UTC+2:00']
32,['22/07/19'],['154.051kWh'],['4.376kWh/kW'],['-'],['18.197kW'],['1:50PM'],['Partly Cloudy'],,['Updated 10:17 UTC+2:00']
33,['21/07/19'],['133.350kWh'],['3.788kWh/kW'],['-'],['22.112kW'],['2:25PM'],['Mostly Cloudy'],,['Updated 00:07 UTC+2:00']
34,['20/07/19'],['142.077kWh'],['4.036kWh/kW'],['-'],['22.403kW'],['1:55PM'],['Partly Cloudy'],,['Updated 00:06 UTC+2:00']
35,['19/07/19'],['83.376kWh'],['2.369kWh/kW'],['-'],['17.780kW'],['1:15PM'],['Cloudy'],,['Updated 09:40 UTC+2:00']
36,['18/07/19'],['152.088kWh'],['4.321kWh/kW'],['-'],['20.629kW'],['2:00PM'],['Partly Cloudy'],,['Updated 06:18 UTC+2:00']
37,['17/07/19'],['10.219kWh'],['0.290kWh/kW'],['-'],['9.134kW'],['8:05AM'],['Showers'],,['Updated 04:40 UTC+2:00']
38,['16/07/19'],['181.279kWh'],['5.150kWh/kW'],['-'],['19.852kW'],['2:20PM'],['Fine'],,['Updated 05:56 UTC+2:00']
39,['15/07/19'],['139.574kWh'],['3.965kWh/kW'],['-'],['23.395kW'],['2:35PM'],['Mostly Cloudy'],,['Updated 05:57 UTC+2:00']
40,['14/07/19'],['176.867kWh'],['5.025kWh/kW'],['-'],['21.070kW'],['1:20PM'],['Fine'],,['Updated 08:22 UTC+2:00']
